Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-03-07,29.8128,30.0928,29.5241,29.5402,3071950.5957648
2019-03-08,29.4388,29.7967,29.3922,29.7734,1313569.2184526
2019-03-11,29.7967,29.8828,29.672,29.7349,2176354.4350623
2019-03-12,29.976,30.0075,29.6181,29.6254,1839946.8304721
2019-03-13,29.5948,29.9608,29.4703,29.7815,1983753.484524
2019-03-14,29.8201,30.0228,29.7582,29.976,1044450.8435929
2019-03-15,29.976,30.7861,29.9608,30.5134,7716438.0194634
2019-03-18,30.4274,30.5753,30.1314,30.186,1578320.9240312
2019-03-19,30.186,30.4587,30.1394,30.342,1472674.1352699
2019-03-20,30.2407,30.856,30.2407,30.8246,1968206.5503872
2019-03-21,30.6766,30.9106,30.6067,30.9106,1662788.3720947
2019-03-22,30.8013,30.9026,30.1314,30.1314,2344360.5436172
2019-03-25,30.0541,30.3501,29.9608,30.1394,1357520.6399818
2019-03-26,30.1394,30.6148,30.0695,30.56,1181576.9412534
2019-03-27,30.4739,30.7395,30.2407,30.2874,1768564.4699692
2019-03-28,30.2094,30.4201,30.1161,30.1161,784425.13742669
2019-03-29,30.2488,30.3574,29.7894,30.038,2005891.4533585
2019-04-01,30.2794,30.4901,30.1394,30.2641,1507544.0783176
2019-04-02,30.2022,30.6614,30.2022,30.3653,1377521.2783796
2019-04-03,30.5053,30.8712,30.4587,30.8712,1934678.189388
2019-04-04,30.7861,31.5485,30.7395,31.5412,4412360.1586841
2019-04-05,31.4946,31.6498,30.8166,30.8399,2797518.1136994
2019-04-08,30.8326,31.0112,30.7232,30.9493,889181.68267859
2019-04-09,31.0586,31.1673,30.6299,30.8793,2644311.6818106
2019-04-10,30.9259,31.0972,30.6686,30.9726,2597996.6388965
2019-04-11,31.0273,31.1053,30.7699,30.8246,1885926.1670348
2019-04-12,30.9726,31.0345,30.6847,30.7933,1487077.1810985
2019-04-15,30.8246,30.9259,30.5214,30.7232,1639274.0072198
2019-04-16,30.8013,31.0972,30.778,31.0586,2362696.3271837
2019-04-17,31.0586,31.1286,30.7933,30.8945,2366601.7110707
2019-04-18,30.8326,30.8793,30.4901,30.5448,2389836.3206528
2019-04-23,30.5986,30.9106,30.404,30.9026,1411469.8939963
2019-04-24,30.778,31.0425,30.6453,30.9574,3336988.2734206
2019-04-25,30.9726,30.9879,30.5367,30.7395,1936315.6903683
2019-04-26,30.6299,31.1752,30.6067,31.1439,1396407.8690336
2019-04-29,31.2372,31.3466,31.0345,31.2686,1731920.2566869
2019-04-30,30.6381,30.9726,30.0308,30.5519,4159024.9557641
2019-05-02,30.5519,30.7079,30.2874,30.5681,2355798.1833424
2019-05-06,30.1474,30.4901,29.8434,30.2094,1821210.6859977
2019-05-07,30.2094,30.342,29.4308,29.4308,2709715.9825462
2019-05-08,29.5402,29.7035,29.2828,29.4155,2916116.9508376
2019-05-09,29.4308,29.5635,28.8863,29.0182,2589985.6906685
2019-05-10,29.3061,29.6802,29.2128,29.3762,3139150.3038017
2019-05-13,29.3922,29.6254,28.9797,29.4774,2656092.4880282
2019-05-14,29.5788,29.7035,29.1895,29.3223,2544967.4689561
2019-05-15,29.7421,29.8201,28.715,28.9402,2647066.960605
2019-05-16,29.0495,29.6254,28.7688,29.5474,3664328.0764546
2019-05-17,29.5868,29.5868,29.0102,29.2756,1660183.5394798
2019-05-20,29.3456,29.5007,29.0961,29.2756,1537285.174331
2019-05-21,29.4774,29.4774,28.9096,29.1975,2008214.0439669
2019-05-22,29.2828,29.4855,29.0182,29.3529,3886044.7145074
2019-05-23,29.1975,29.5555,29.0495,29.3841,2805884.6619885
2019-05-24,29.2756,29.6487,29.2756,29.4308,2676774.4859834
2019-05-27,29.4388,29.5868,29.3223,29.4001,1686042.8753865
2019-05-28,29.4001,29.5868,29.2048,29.3608,7601508.3284095
2019-05-29,29.2522,29.6487,29.2442,29.6181,3815072.6617671
2019-05-30,29.6648,30.3108,29.5868,29.9527,5366772.0721385
2019-05-31,29.7421,30.5986,29.6254,30.5986,4834432.5639908
2019-06-03,30.4667,30.9807,30.404,30.7395,2532036.5576458
2019-06-04,30.6453,31.0506,30.4506,30.7546,2255337.4360306
2019-06-05,30.7232,31.0972,30.6847,30.7699,3259765.8657615
2019-06-06,30.9106,32.4516,30.7699,32.3118,8696149.7582389
2019-06-07,32.3198,32.9036,32.2732,32.7323,4133833.3024894
2019-06-10,32.701,32.7323,32.0086,32.623,3193497.4320103
2019-06-11,32.5458,33.3163,32.5216,33.2696,8110948.9333265
2019-06-12,33.0903,33.301,32.483,32.8257,4309969.7215306
2019-06-13,32.8257,33.5889,32.561,33.371,3273860.5590897
2019-06-14,33.293,33.293,32.8024,32.8876,2404970.4603132
2019-06-17,32.8642,33.2149,32.623,32.6623,1393139.0838572
2019-06-18,32.6623,33.7908,32.6623,33.5889,3852937.8514826
2019-06-19,33.5889,33.6355,33.3396,33.4957,2023617.9920652
2019-06-21,33.5576,33.8689,33.2615,33.6122,7988199.7710005
2019-06-24,33.5576,33.7603,33.3629,33.5962,1439705.2848563
2019-06-25,33.3396,33.4328,32.8257,32.8569,1929982.0305401
2019-06-26,32.8569,33.2302,32.7943,33.153,1991609.013145
2019-06-27,33.2069,33.5576,33.2069,33.4482,2625014.7833937
2019-06-28,33.3396,33.5576,33.2302,33.3396,2665699.9064604
2019-07-01,33.4795,33.8455,33.2069,33.3316,1887108.5994055
2019-07-02,33.293,33.6741,33.2229,33.5029,2588120.6553833
2019-07-03,33.3862,33.4409,32.631,32.7089,3345375.9587763
2019-07-04,32.9736,33.1683,32.5691,32.9736,2759679.034478
2019-07-05,33.1603,33.1603,32.4131,32.623,2836430.2098884
2019-07-08,32.5458,32.7476,32.3198,32.5844,2037856.9147887
2019-07-09,32.6856,32.7243,32.2965,32.5458,2371664.6601914
2019-07-10,32.4211,32.8956,32.2884,32.3898,3716102.6993266
2019-07-11,32.5296,32.7243,32.257,32.3978,2209502.3288633
2019-07-12,32.3898,32.5529,32.187,32.187,2354727.6530888
2019-07-15,32.2732,32.4131,32.0157,32.3978,1828234.4088815
2019-07-16,32.5063,32.6776,32.2266,32.3898,1677923.7551119
2019-07-17,32.3118,32.6543,32.2803,32.4516,4497303.8124237
2019-07-18,32.3898,33.0436,32.1557,33.0356,10325960.576422
2019-07-19,33.0283,33.3476,32.8257,33.2069,6438827.9246649
2019-07-22,33.0903,33.2462,32.935,33.1297,2806801.015992
2019-07-23,33.1683,33.3163,33.0831,33.1683,4145448.7422452
2019-07-24,33.0983,33.2462,32.787,32.9117,2746266.9440642
2019-07-25,33.0356,33.1449,32.6696,32.849,2670209.5617798
2019-07-26,32.8409,32.9583,32.5529,32.8024,1896805.5395314
2019-07-29,32.8176,32.8409,32.4131,32.4364,1959270.5446577
2019-07-30,32.6536,32.6937,32.0584,32.1147,1764635.4623018
2019-07-31,32.1228,33.0154,31.9378,32.8707,5124664.3816349
2019-08-01,32.6616,32.935,31.6401,31.6401,3928962.9064887
2019-08-02,31.5276,31.7527,31.0129,31.5276,2872403.010468
2019-08-05,31.3908,31.6884,31.0852,31.1254,2540149.4611362
2019-08-06,31.1254,31.8895,30.868,30.868,3512372.4615635
2019-08-07,30.9244,31.6,30.5705,30.9405,3041138.9694977
2019-08-08,31.3104,31.8895,31.0852,31.7045,3993207.1552771
2019-08-09,31.7045,31.9619,30.9324,31.2621,2082635.1686278
2019-08-12,31.3666,31.6804,31.0611,31.2863,1236451.2527693
2019-08-13,31.3666,31.8412,30.7232,31.7045,2650977.3179196
2019-08-14,31.5276,31.6724,30.7555,30.7555,2991744.1316495
2019-08-16,30.9646,31.5758,30.868,31.2943,4063387.1896996
2019-08-19,31.5276,31.7688,31.3666,31.7206,3458511.4858859
2019-08-20,31.7688,32.0986,31.5919,31.9298,3624950.9648012
2019-08-21,31.825,32.2917,31.7688,32.0905,2373128.0912119
2019-08-22,32.163,32.4846,32.0262,32.2514,3556843.6062589
2019-08-23,32.4122,32.549,31.2139,31.8011,2860127.3482212
2019-08-26,31.7286,31.9458,31.2702,31.5677,1667193.5854381
2019-08-27,31.608,31.994,30.8922,31.5034,7637058.3876578
2019-08-28,31.5598,31.7447,29.5572,29.718,4811745.0314257
2019-08-29,29.7582,30.1603,29.1148,30.1603,3638492.3643281
2019-08-30,30.0799,31.5758,30.0316,31.4873,4098943.4657321
2019-09-02,31.3666,31.6884,31.1254,31.5919,1181450.1188541
2019-09-03,31.4391,31.4391,30.5624,30.8841,1758754.3843693
2019-09-04,31.7527,31.7527,30.659,31.0289,6102548.3858311
2019-09-05,31.3666,31.624,31.0047,31.3747,3119942.9270787
2019-09-06,31.3747,32.0262,31.3506,31.8332,2703460.6541999
2019-09-09,31.7527,33.112,31.7527,33.112,3969271.2924278
2019-09-10,32.8787,33.5704,32.8546,33.297,3848387.1653869
2019-09-11,33.3774,33.5945,32.8465,33.12,3185530.0012723
2019-09-12,33.12,33.3291,32.6937,32.927,2983089.1245697
2019-09-13,32.8304,33.297,32.8304,33.1361,2545243.4941783
2019-09-16,33.0154,33.6348,32.7741,33.5785,3566939.6639358
2019-09-17,33.2568,33.4578,32.7823,33.0557,2553485.7067816
2019-09-18,32.9753,33.2246,32.541,33.1923,2615970.6056178
2019-09-19,32.9834,33.0073,32.549,32.8465,2310082.4384334
2019-09-20,32.7019,33.0154,31.7609,32.0423,7408327.973576
2019-09-23,31.8573,31.994,30.852,31.1254,4351843.4937522
2019-09-24,31.2219,32.01,31.1094,31.9458,4269050.8473749
2019-09-25,31.6563,31.7688,31.2219,31.7286,2486815.6687657
2019-09-26,31.7286,31.8653,31.3346,31.7125,4083427.6155167
2019-09-27,31.7527,32.2353,31.7125,32.2032,3259096.9397725
2019-09-30,32.1709,32.1709,31.2058,31.624,2542516.8125914
2019-10-01,31.7045,31.809,31.1254,31.2461,2454768.1457831
2019-10-02,31.3426,31.4552,30.0719,30.0719,3799630.1696063
2019-10-03,29.9995,31.6804,28.7931,29.8869,8913139.1535224
2019-10-04,29.9995,30.6348,29.9191,30.3533,3032020.1903103
2019-10-07,30.4981,30.5222,29.9833,30.2488,1693811.3690275
2019-10-08,30.1683,30.3373,29.9271,29.9271,3517756.1967532
2019-10-09,30.1201,30.4015,29.8225,29.9995,2442787.1591113
2019-10-10,29.9995,30.1201,28.97,29.9431,4489456.9873007
2019-10-11,29.9029,30.5544,29.8064,30.5302,2488745.3586075
2019-10-14,30.5624,30.5624,29.356,29.5169,3852673.0164722
2019-10-15,29.7018,29.7421,29.2192,29.5007,6110085.6150966
2019-10-16,29.5892,30.2327,29.5169,29.8466,7148499.9611501
2019-10-17,29.8869,30.683,29.8546,30.4498,4322957.8272563
2019-10-18,30.2005,30.4338,29.9995,30.2729,2774312.101325
2019-10-21,30.1683,30.675,30.1683,30.6348,1832655.7858641
2019-10-22,30.6428,31.0449,30.2809,31.0449,3605851.7601246
2019-10-23,30.9002,31.0852,30.7715,30.9886,2078573.1217768
2019-10-24,31.0047,31.5115,30.9002,31.423,3429374.6613047
2019-10-25,31.3666,31.3989,30.3453,30.6911,3677852.0689855
2019-10-28,30.5463,31.2542,30.4578,31.0209,1961795.8024338
2019-10-29,30.9002,31.4552,30.6188,31.3666,3636604.9486196
2019-10-30,31.4068,31.6965,31.1094,31.2219,2843003.8375901
2019-10-31,31.4471,31.4471,30.6188,30.659,2758545.0930246
2019-11-04,30.9405,31.825,30.836,31.7286,3755616.5802341
2019-11-05,31.7286,32.1307,31.5677,32.0664,3268018.0252197
2019-11-06,32.01,32.1549,31.4873,31.4873,2534350.4447563
2019-11-07,31.5356,31.9619,30.8922,31.3747,3931866.1447492
2019-11-08,31.4471,31.6563,31.0449,31.3666,2721075.2907895
2019-11-12,31.5196,31.809,31.3666,31.6401,3371491.4261956
2019-11-13,31.6884,31.7206,31.2299,31.5356,2729297.6096832
2019-11-14,31.4873,31.7286,30.9163,30.9163,4110014.3151846
2019-11-15,30.9646,31.2299,30.5865,30.7312,2002538.1199158
2019-11-18,30.8922,31.1254,30.3453,30.4659,2052177.8990647
2019-11-19,30.5624,30.667,30.1443,30.3373,2611852.6077082
2019-11-20,30.1603,30.4901,30.0558,30.4257,2537819.4103866
2019-11-21,30.4417,30.675,30.1683,30.6428,1527402.9740336
2019-11-22,30.5705,31.1254,30.3694,31.0611,2354022.669751
2019-11-25,31.0772,31.2943,30.9565,31.1656,2251356.2073753
2019-11-26,31.1334,31.1334,30.4015,30.5222,6598016.1463918
2019-11-27,30.5946,30.667,30.2809,30.4498,1237382.5270551
2019-11-28,30.2568,30.3854,29.2594,29.5572,4464226.7899635
2019-11-29,29.5651,29.726,28.97,29.0665,4066156.1454196
2019-12-02,29.2032,29.5088,28.9137,28.9539,2444832.4811407
2019-12-03,28.9539,29.0825,28.3587,28.7126,2469554.1455235
2019-12-04,28.592,29.0021,28.0369,28.1416,3717005.3764046
2019-12-05,28.3185,28.6322,27.6832,27.9646,3830855.8337067
2019-12-06,28.0531,28.2301,27.2649,27.3695,3557561.0231653
2019-12-09,27.4177,27.4338,27.1121,27.1764,3574737.9981413
2019-12-10,27.1764,27.6429,26.726,27.1121,2661384.2148106
2019-12-11,27.2327,27.2408,26.6375,26.9191,3217065.2612301
2019-12-12,26.9431,27.7635,26.8628,27.6589,5182597.3510184
2019-12-13,28.0369,28.0934,27.4579,27.5223,2819223.3943478
2019-12-16,27.474,28.2783,27.474,28.013,2570972.277615
2019-12-17,27.9646,28.6322,27.9646,28.3024,5898734.8431585
2019-12-18,28.4472,28.4713,27.8198,28.3668,4673027.4369884
2019-12-19,28.4069,28.4069,27.9485,28.1496,2374561.6816677
2019-12-20,28.029,28.1656,27.8762,27.9567,6611203.1892144
2019-12-23,27.9567,28.0611,27.6671,27.8842,1385690.1329285
2019-12-27,27.8842,28.1496,27.7153,27.7796,1509448.901022
2019-12-30,27.7877,28.2059,27.6912,27.7153,1305278.5149317
2020-01-02,28.0692,28.7126,27.9083,28.5276,4008648.4040811
2020-01-03,28.3185,28.3185,27.8037,27.9485,2897184.3559799
2020-01-07,27.8842,28.1496,27.6671,27.6912,2448265.3894221
2020-01-08,27.5143,27.6589,27.1926,27.4015,3062757.2151661
2020-01-09,27.5464,27.9485,27.5062,27.9485,2687181.3828745
2020-01-10,27.9968,28.0611,27.5464,27.9405,1680192.8813755
2020-01-13,27.9405,28.8091,27.7556,28.4793,4283482.4904112
2020-01-14,28.6723,28.777,28.2783,28.5035,5767574.3716966
2020-01-15,28.5276,28.5437,27.9164,27.9968,3502266.4570318
2020-01-16,28.1818,28.2944,27.7717,28.0531,3381909.5132982
2020-01-17,28.0852,28.4553,28.0692,28.1496,2005590.5609991
2020-01-20,28.2461,28.3346,28.1174,28.1899,1308858.1393223
2020-01-21,28.1416,28.4633,28.013,28.1335,1972437.6937707
2020-01-22,28.214,28.3909,27.6268,27.7314,1484398.990429
2020-01-23,27.6429,28.777,27.6027,28.3587,3049500.5443593
2020-01-24,28.3024,28.8493,28.2783,28.7287,2567360.3259462
2020-01-27,28.3265,28.5999,27.7153,27.7153,3262808.35999
2020-01-28,27.8922,28.3587,27.8198,28.0692,2500613.1998051
2020-01-29,28.0934,28.3507,27.8762,28.0692,3689667.6891952
2020-01-30,27.7796,28.1737,27.7556,27.9083,2639800.7831343
2020-01-31,28.0369,28.1254,27.1764,27.5143,5095779.9584957
2020-02-03,27.3453,28.0209,26.7019,27.8762,3697988.2332805
2020-02-04,28.1496,29.1148,27.8762,28.9539,6707813.2603409
2020-02-05,29.0344,29.3399,28.5678,28.6804,4112857.872316
2020-02-06,28.7046,28.8091,28.4633,28.7688,2186125.9765995
2020-02-07,28.5115,28.9137,28.3346,28.9137,1936248.5490981
2020-02-10,28.8171,28.8976,28.3828,28.3828,990499.10286473
2020-02-11,28.3988,28.7126,27.9002,28.2864,2242535.8338334
2020-02-12,29.155,29.8306,29.0987,29.356,6205283.2328338
2020-02-13,29.3158,29.3158,28.7447,28.8412,2604667.248433
2020-02-14,29.0182,29.0182,28.592,28.785,2036678.2124885
2020-02-17,28.8654,28.8895,28.5276,28.592,1328845.1007945
2020-02-18,28.3749,28.5437,28.2461,28.2702,1607016.3569282
2020-02-19,28.3909,28.423,27.9968,28.2541,2053705.9846417
2020-02-20,28.2622,28.2944,27.9325,27.9887,2353095.1255359
2020-02-21,27.9002,27.9806,27.6027,27.6751,2070732.5134381
2020-02-24,27.2649,27.289,26.3641,26.541,3712857.5379304
2020-02-25,26.7342,26.7342,25.6323,25.7769,4441043.1580126
2020-02-26,25.8172,26.3641,25.1336,25.962,3946249.2968681
2020-02-27,25.7609,26.3801,25.4955,25.7046,3177178.3732655
2020-02-28,25.415,25.785,24.6028,25.1657,6931775.4008771
2020-03-02,26.0022,26.1791,25.1899,26.0182,4865822.3511963
2020-03-03,26.2595,27.1684,26.1791,26.6214,5018700.5368751
2020-03-04,26.541,26.8307,26.147,26.1872,3424237.1107726
2020-03-05,26.34,26.5894,25.4473,25.4473,3430882.853172
2020-03-06,25.1979,25.5035,24.4259,24.627,3685494.9835838
2020-03-09,23.324,23.6939,22.0774,22.2945,4380989.0218314
2020-03-10,22.6001,23.1309,21.9727,22.4553,4750891.4167857
2020-03-11,22.608,22.769,21.1605,21.4178,3682208.7914115
2020-03-12,20.509,20.509,18.6431,18.6431,4666259.8456171
2020-03-13,19.2945,20.4044,18.5788,18.9005,8411106.4687581
2020-03-16,18.45,18.5867,16.3268,17.2919,8667799.9785481
2020-03-17,17.8871,18.3938,16.8978,17.7744,9100081.5870056
2020-03-18,17.6216,17.8629,16.6888,16.8897,6734245.7837586
2020-03-19,17.115,17.7503,16.7773,17.6056,7550214.8846411
2020-03-20,18.4983,19.3107,18.1605,18.5465,9501849.9748415
2020-03-23,18.0962,18.3053,17.2115,17.2517,4176884.5336545
2020-03-24,18.0962,18.3375,17.3321,17.9433,3813052.2068749
2020-03-25,18.8281,18.8602,17.3804,17.5653,4360535.8015378
2020-03-26,17.2919,18.8924,16.8012,18.8682,5513515.535086
2020-03-27,18.8682,19.2945,18.1042,18.2973,3937146.6813199
2020-03-30,18.4581,18.4581,17.7584,18.1042,2648903.3986825
2020-03-31,18.3375,18.812,18.1122,18.1927,4296538.980764
2020-04-01,18.0158,18.1203,17.6297,17.8548,3677009.0730366
2020-04-02,17.9353,18.0479,17.0667,17.5574,4812535.8063865
2020-04-03,17.4929,17.5734,17.0105,17.5734,4634050.6862429
2020-04-06,18.056,18.3375,17.8066,18.2409,4339493.2300941
2020-04-07,18.6028,19.6726,18.5385,18.8281,8837301.8454017
2020-04-08,19.1417,19.2544,17.4929,17.6216,9428125.1300204
2020-04-09,18.0962,18.2409,17.6539,18.2409,5581538.345362
2020-04-14,18.6592,18.8924,18.4419,18.6592,4337382.0101514
2020-04-15,18.7476,18.7878,17.7744,17.8066,5892126.4014649
2020-04-16,18.1766,18.249,17.6941,17.7262,5907848.6489186
2020-04-17,18.0962,18.1927,17.6216,17.6377,6346554.6822548
2020-04-20,17.7663,17.7987,17.3241,17.7987,2942329.4000916
2020-04-21,17.6216,17.6458,16.946,16.946,4571800.7818528
2020-04-22,17.0908,17.3563,16.8496,17.0667,4755474.4301596
2020-04-23,17.2115,17.2596,16.6485,17.0989,4851658.0298842
2020-04-24,17.0346,17.0747,16.7449,16.7449,3497698.3639401
2020-04-27,16.8737,16.9058,16.1096,16.1659,6810794.2920014
2020-04-28,15.9246,16.6807,15.808,16.2785,9232795.0111816
2020-04-29,16.5359,17.6699,16.4474,17.6458,6636987.9237098
2020-04-30,18.0158,18.3778,17.4608,17.7021,7588410.8072806
2020-05-04,17.4447,17.501,17.1874,17.3563,4103471.7714044
2020-05-05,17.5493,17.5814,16.8174,16.8978,3128893.8530904
2020-05-06,17.0507,17.0507,16.568,16.568,3126461.8470786
2020-05-07,16.7128,17.1471,16.4474,16.8897,2805105.0772394
2020-05-08,17.2517,17.2517,16.7852,16.9381,2098545.1629668
2020-05-11,17.1631,17.1631,16.6083,16.6083,1767618.2754011
2020-05-12,16.6083,17.316,16.3751,17.2276,4840354.6726995
2020-05-13,17.0747,17.7663,16.946,17.131,3396777.5745912
2020-05-14,16.9139,16.9943,16.4233,16.6888,4052041.5583818
2020-05-15,16.7611,17.0265,16.568,16.6243,2269683.2874438
2020-05-18,16.8897,17.3321,16.6726,17.3321,3587488.6227073
2020-05-19,17.6137,17.6137,17.1391,17.3724,2880190.1544618
2020-05-20,17.3401,17.5734,17.2194,17.4044,2139073.6230694
2020-05-21,17.3884,17.3884,17.0507,17.0507,3564132.1641532
2020-05-22,16.9702,17.1631,16.737,17.0105,1797647.8302055
2020-05-25,17.1874,17.1874,16.93,17.0908,872988.20297626
2020-05-26,17.3643,18.1766,17.2194,18.1283,5165659.1005589
2020-05-27,18.2169,19.2383,18.0399,18.619,8420256.3318668
2020-05-28,18.9729,19.946,17.2115,17.9353,17235687.530158
2020-05-29,17.7744,18.0881,17.316,17.9353,14233077.702937
2020-06-01,18.2007,18.4581,17.8629,18.056,3670197.9641753
2020-06-02,18.1445,18.3857,17.6297,17.7423,7366766.2839254
2020-06-03,17.8711,18.3213,17.7423,18.1364,8751569.9034149
2020-06-04,18.1445,18.2973,17.9031,18.2248,8733553.6625606
2020-06-05,18.418,19.182,18.418,18.9567,10500917.049806
2020-06-08,19.0372,19.8173,18.9889,19.6886,10082717.701108
2020-06-09,19.9861,20.2034,19.2623,19.4956,8371256.8814992
2020-06-10,19.4956,19.5358,18.619,18.8362,6380359.0684762
2020-06-12,18.0962,18.5064,17.9514,18.1525,8886283.8887735
2020-06-15,17.8548,17.8711,17.3965,17.501,8814685.1841774
2020-06-16,17.9353,18.82,17.8227,18.6832,7671623.7082755
2020-06-17,18.9889,18.9889,18.1846,18.257,4754369.085914
2020-06-18,18.1766,18.7155,18.056,18.5707,6271625.0246396
2020-06-19,18.6592,18.7315,18.3535,18.4983,6800649.7434071
2020-06-22,18.4662,18.4822,18.064,18.0962,4383177.3298993
2020-06-23,18.3615,19.1336,18.1927,18.981,4881257.3832161
2020-06-24,18.9486,19.1096,18.3375,18.3455,3668727.0730137
2020-06-25,18.2088,18.45,17.8951,18.3535,3937108.1372573
2020-06-26,18.4259,18.5788,17.9916,17.9916,2038402.7484488
2020-06-29,17.9916,18.3133,17.6941,18.257,2281226.6125019
2020-06-30,18.2731,18.434,17.9514,18.434,3876671.0471643
2020-07-01,18.3535,18.5788,18.056,18.5304,4139297.8558749
2020-07-02,18.619,19.0049,18.418,18.8924,5070659.1765619
2020-07-03,18.9567,18.9729,18.6269,18.7155,1725504.5353061
2020-07-06,19.0451,19.2383,18.7476,18.9648,2439355.4941867
2020-07-07,18.9005,18.9648,18.6269,18.7637,1807807.299082
2020-07-08,18.6028,18.7798,18.4419,18.7557,2078689.9973213
2020-07-09,18.7798,18.9326,18.6351,18.7315,2286916.2134784
2020-07-10,18.5064,18.9407,18.5064,18.9407,2077616.9803539
2020-07-13,19.1417,19.182,18.9005,19.0694,2766664.2132992
2020-07-14,18.9005,19.0694,18.7315,18.9085,3921715.3793708
2020-07-15,19.0614,19.4313,18.8441,19.3668,4155006.426403
2020-07-16,19.2383,19.3107,19.0451,19.2221,2193482.9191209
2020-07-17,19.2945,19.2945,18.7557,18.82,2315136.6840561
2020-07-20,18.82,19.1417,18.6832,19.1417,1812579.3026981
2020-07-21,19.19,19.9861,19.0614,19.3348,5842057.6642004
2020-07-22,19.3348,19.3668,18.7959,18.7959,3110668.7282841
2020-07-23,18.9005,19.0533,18.619,18.7074,2491882.347957
2020-07-24,18.5788,18.6512,18.5064,18.5788,1540793.9273808
2020-07-27,18.5547,18.6592,18.0801,18.1927,3411588.4414689
2020-07-28,18.1927,18.5547,18.056,18.3375,2457772.0959489
2020-07-29,18.257,18.418,17.9675,18.1283,1393377.8083737
2020-07-30,18.1283,18.1766,17.4205,17.4528,3317896.5288852
2020-07-31,17.5894,17.8711,17.4769,17.4929,2400218.3504068
2020-08-03,17.5493,17.7503,17.3401,17.5734,2190819.6487338
2020-08-04,17.6941,18.064,17.6458,17.8951,2168945.271553
2020-08-05,18.3696,18.5788,17.7343,17.8951,2937837.1517682
2020-08-06,17.9112,18.1203,17.4126,17.5653,2533049.8934841
2020-08-07,17.5734,17.6297,17.2919,17.3965,2175904.3398801
2020-08-10,17.5976,17.7423,17.3724,17.6137,1771081.0242472
2020-08-11,17.7021,18.6351,17.5332,18.6109,3648348.4541316
2020-08-12,18.6269,18.9889,18.4259,18.7878,2376514.9952896
2020-08-13,18.82,18.9407,18.5788,18.5948,1304680.4602836
2020-08-14,18.5385,18.6592,18.1766,18.6592,1033513.0333241
2020-08-17,18.6592,18.6752,18.2973,18.619,981106.78516882
2020-08-18,18.5385,18.6512,18.2731,18.3938,2246851.5254833
2020-08-19,18.3455,18.45,17.9514,17.9595,1953326.0555256
2020-08-20,18.0399,18.0962,17.7021,17.7021,1551018.0508139
2020-08-21,17.8548,17.9997,17.6941,17.7744,1417510.1216065
2020-08-24,17.8951,18.0881,17.7906,18.0158,1190563.9246141
2020-08-25,18.1766,18.3778,17.7101,17.7101,1809764.3427744
2020-08-26,17.7663,18.0158,17.6539,17.9273,1156282.0893597
2020-08-27,17.8871,17.9756,17.6699,17.7262,1485970.593496
2020-08-28,17.7262,18.2088,17.6618,17.7343,2097545.504054
2020-08-31,17.8791,17.8951,17.2999,17.3481,4337792.3179141
2020-09-01,17.4528,17.509,16.8737,16.9702,4395343.5767426
2020-09-02,17.0747,17.2517,16.9058,17.131,1914655.1705669
2020-09-03,17.1391,17.4608,16.9862,17.0747,2433593.7785126
2020-09-04,16.9381,17.1955,16.8254,16.8978,2277281.4411954
2020-09-07,17.0586,17.107,16.8254,16.9381,1335482.1396959
2020-09-08,17.0989,17.3643,16.5038,16.7449,2939688.5101279
2020-09-09,16.7531,17.2517,16.6485,17.0827,3529803.0813383
2020-09-10,17.0827,17.3481,16.7852,17.1874,2596763.2288946
2020-09-11,17.1712,17.3884,17.0989,17.3724,2683885.2438472
2020-09-14,17.5252,17.8871,17.3884,17.6216,4410151.9569065
2020-09-15,17.7663,17.8711,17.4205,17.6779,2978572.0091091
2020-09-16,17.6941,17.6941,17.3321,17.4689,2363990.6616715
2020-09-17,17.3563,17.7343,17.1471,17.6699,2121889.1879523
2020-09-18,17.6779,17.7262,17.2194,17.2194,4986791.0265034
2020-09-21,17.0908,17.2194,16.0332,16.3751,7881686.36251
2020-09-22,16.4795,16.6324,16.2142,16.4876,2508249.8976193
2020-09-23,16.7128,16.7208,16.0855,16.0855,3878478.888034
2020-09-24,16.0453,16.2303,16.0051,16.182,3045336.5422461
2020-09-25,16.2222,16.367,16.0051,16.0211,3408496.2129661
2020-09-28,16.1659,16.8817,16.1256,16.8817,4187735.3089433
2020-09-29,16.8897,17.0023,16.737,16.8576,4452960.7334845
2020-09-30,16.7852,17.1793,16.5923,17.0586,4563226.5929686
2020-10-01,17.2517,17.2678,16.9058,16.9622,1754761.9655023
2020-10-02,16.7289,17.308,16.6807,17.1471,1615758.398988
2020-10-05,17.3321,17.6377,17.2839,17.6297,2347079.7650628
2020-10-06,17.7503,18.6269,17.7503,18.2811,5987140.0023874
2020-10-07,18.2811,18.4822,18.0881,18.3696,3552130.040415
2020-10-08,18.4098,18.4822,17.9835,18.0479,2871188.2508189
2020-10-09,18.0479,18.0479,17.4126,17.8951,3371246.4848947
2020-10-12,17.9675,17.9835,17.5252,17.7343,2153737.773838
2020-10-13,17.7584,17.7584,17.2356,17.2839,2238119.4302783
2020-10-14,17.308,17.8388,17.2919,17.3563,3343136.6730773
2020-10-15,17.131,17.2839,16.6565,16.6968,3854223.4824725
2020-10-16,16.7691,17.0265,16.3589,16.8978,2493424.1104594
